date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:07:52	39564/39564	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:52%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/devanagari/400/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/devanagari/400/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:52	7884/7884	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:53%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin/400/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin/400/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:53	5552/5552	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:53%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin-ext/400/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin-ext/400/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:53	7748/7748	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:53%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin/500/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin/500/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:53	39136/39136	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:53%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/devanagari/500/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/devanagari/500/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:53	5416/5416	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:53%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin-ext/500/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin-ext/500/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:54	8000/8000	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:54%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin/600/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin/600/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:54	5484/5484	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:54%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin-ext/600/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin-ext/600/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:54	39324/39324	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:54%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/devanagari/600/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/devanagari/600/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:54	5400/5400	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:54%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin-ext/700/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin-ext/700/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:55	39148/39148	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:55%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/devanagari/700/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/devanagari/700/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:55	7816/7816	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:55%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin/700/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin/700/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:56	7824/7824	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:55%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin/800/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin/800/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:56	5492/5492	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:56%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin-ext/800/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/latin-ext/800/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:57	38964/38964	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Mar%202025%2014:37:56%20GMT	https://preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/devanagari/800/normal.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cf-fonts/s/poppins/5.0.11/devanagari/800/normal.woff2	(from https://preclinic.dreamstechnologies.com/)
20:07:57	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2007%20Mar%202025%2014:37:57%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/axay/pre%20clinic/pre%20clinic/www.googletagmanager.com/gtm.195445.delayed	(from https://preclinic.dreamstechnologies.com/)
20:07:57	4725/4725	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2014:37:57%20GMT	https://preclinic.dreamstechnologies.com/cdn-cgi/l/email-protection	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cdn-cgi/l/email-protection.html	(from https://preclinic.dreamstechnologies.com/)
20:07:57	6547/6547	---M--	200	added ('OK')	image/png	etag:%222a1c-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/img/logo.png	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/logo.png	(from https://preclinic.dreamstechnologies.com/)
20:07:58	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Mar%202025%2014:37:58%20GMT	https://preclinic.dreamstechnologies.com/assets/img/1.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/1.jpg	(from https://preclinic.dreamstechnologies.com/)
20:07:59	60211/60211	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202025%2012:53:02%20GMT	https://preclinic.dreamstechnologies.com/html/template/index.html	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/html/template/index.html	(from https://preclinic.dreamstechnologies.com/)
20:07:59	835/835	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:37:59%20GMT	https://preclinic.dreamstechnologies.com/react/template	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/react/template	(from https://preclinic.dreamstechnologies.com/)
20:07:59	93583/93583	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2014:37:59%20GMT	https://preclinic.dreamstechnologies.com/laravel/template/public/	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template/public/index.html	(from https://preclinic.dreamstechnologies.com/)
20:08:00	837/837	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:38:00%20GMT	https://preclinic.dreamstechnologies.com/angular/template	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/angular/template	(from https://preclinic.dreamstechnologies.com/)
20:08:00	4696/4696	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202025%2010:56:46%20GMT	https://preclinic.dreamstechnologies.com/react/template/	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/react/template/index.html	(from https://preclinic.dreamstechnologies.com/)
20:08:00	50860/50860	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202025%2010:56:42%20GMT	https://preclinic.dreamstechnologies.com/angular/template/	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/angular/template/index.html	(from https://preclinic.dreamstechnologies.com/)
20:08:00	51727/51727	---M--	200	added ('OK')	image/jpeg	etag:%2210b34-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/img/screen1.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/screen1.jpg	(from https://preclinic.dreamstechnologies.com/)
20:08:00	1443/1443	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2010:19:49%20GMT	https://preclinic.dreamstechnologies.com/vue/template/	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/vue/template/index.html	(from https://preclinic.dreamstechnologies.com/)
20:08:00	61359/61359	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Nov%202023%2013:59:16%20GMT	https://preclinic.dreamstechnologies.com/html/template-rtl/index.html	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/html/template-rtl/index.html	(from https://preclinic.dreamstechnologies.com/)
20:08:01	839/839	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:38:01%20GMT	https://preclinic.dreamstechnologies.com/react/template-rtl	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/react/template-rtl	(from https://preclinic.dreamstechnologies.com/)
20:08:01	94399/94399	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Mar%202025%2014:38:01%20GMT	https://preclinic.dreamstechnologies.com/laravel/template-rtl/public/	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/laravel/template-rtl/public/index.html	(from https://preclinic.dreamstechnologies.com/)
20:08:01	4704/4704	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2010:19:45%20GMT	https://preclinic.dreamstechnologies.com/react/template-rtl/	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/react/template-rtl/index.html	(from https://preclinic.dreamstechnologies.com/)
20:08:01	837/837	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:38:02%20GMT	https://preclinic.dreamstechnologies.com/vue/template-rtl	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/vue/template-rtl	(from https://preclinic.dreamstechnologies.com/)
20:08:02	1463/1463	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2010:19:48%20GMT	https://preclinic.dreamstechnologies.com/vue/template-rtl/	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/vue/template-rtl/index.html	(from https://preclinic.dreamstechnologies.com/)
20:08:02	841/841	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2014:38:02%20GMT	https://preclinic.dreamstechnologies.com/angular/template-rtl	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/angular/template-rtl	(from https://preclinic.dreamstechnologies.com/)
20:08:02	52056/52056	---M--	200	added ('OK')	image/jpeg	etag:%2210d35-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/img/screen2.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/screen2.jpg	(from https://preclinic.dreamstechnologies.com/)
20:08:02	48695/48695	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2011:03:16%20GMT	https://preclinic.dreamstechnologies.com/angular/template-rtl/	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/angular/template-rtl/index.html	(from https://preclinic.dreamstechnologies.com/)
20:08:02	45550/45550	---M--	200	added ('OK')	image/jpeg	etag:%22fd57-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/img/screen8.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/screen8.jpg	(from https://preclinic.dreamstechnologies.com/)
20:08:02	66944/66944	---M--	200	added ('OK')	image/jpeg	etag:%2214c56-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/img/screen9.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/screen9.jpg	(from https://preclinic.dreamstechnologies.com/)
20:08:03	46921/46921	---M--	200	added ('OK')	image/jpeg	etag:%2210546-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/img/screen11.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/screen11.jpg	(from https://preclinic.dreamstechnologies.com/)
20:08:03	58903/58903	---M--	200	added ('OK')	image/jpeg	etag:%2212a41-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/img/screen10.jpg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/screen10.jpg	(from https://preclinic.dreamstechnologies.com/)
20:08:03	7172/7172	---M--	200	added ('OK')	image/png	etag:%2223a4-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/img/themeforest.png	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/themeforest.png	(from https://preclinic.dreamstechnologies.com/)
20:08:03	6560/6560	---M--	200	added ('OK')	image/png	etag:%2220c7-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/img/codecanyon.png	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/codecanyon.png	(from https://preclinic.dreamstechnologies.com/)
20:08:03	1419/1419	---M--	200	added ('OK')	image/png	etag:%22a2d-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/img/preadmin.png	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/preadmin.png	(from https://preclinic.dreamstechnologies.com/)
20:08:04	1816/1816	---M--	200	added ('OK')	image/png	etag:%22ad5-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/img/medifab.png	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/medifab.png	(from https://preclinic.dreamstechnologies.com/)
20:08:04	1506/1506	---M--	200	added ('OK')	image/png	etag:%22b17-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/img/dhr.png	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/dhr.png	(from https://preclinic.dreamstechnologies.com/)
20:08:04	80972/80972	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2213c4c-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/img/footer-logo.svg	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/img/footer-logo.svg	(from https://preclinic.dreamstechnologies.com/)
20:08:04	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c1fa65-4d7%22	https://preclinic.dreamstechnologies.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preclinic.dreamstechnologies.com/)
20:08:05	97168/97168	---M-Z	200	added ('OK')	text/javascript	etag:%2217b90-60a6ef804ac00-gzip%22	https://preclinic.dreamstechnologies.com/assets/js/jquery-1.12.4.min.js	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/js/jquery-1.12.4.min.js	(from https://preclinic.dreamstechnologies.com/)
20:08:05	19038/19038	---M-Z	200	added ('OK')	text/javascript	etag:%224a5e-60a6ef804ac00-gzip%22	https://preclinic.dreamstechnologies.com/assets/js/popper.min.js	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/js/popper.min.js	(from https://preclinic.dreamstechnologies.com/)
20:08:05	51045/51045	---M-Z	200	added ('OK')	text/javascript	etag:%22c765-60a6ef804ac00-gzip%22	https://preclinic.dreamstechnologies.com/assets/js/bootstrap.min.js	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/js/bootstrap.min.js	(from https://preclinic.dreamstechnologies.com/)
20:08:05	1327/1327	---M-Z	200	added ('OK')	text/javascript	etag:%2252f-60a6ef804ac00-gzip%22	https://preclinic.dreamstechnologies.com/assets/js/equal-height.min.js	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/js/equal-height.min.js	(from https://preclinic.dreamstechnologies.com/)
20:08:06	42774/42774	---M-Z	200	added ('OK')	text/javascript	etag:%22a716-60a6ef804ac00-gzip%22	https://preclinic.dreamstechnologies.com/assets/js/owl.carousel.min.js	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/js/owl.carousel.min.js	(from https://preclinic.dreamstechnologies.com/)
20:08:06	5599/5599	---M-Z	200	added ('OK')	text/javascript	etag:%2215df-60a6ef804ac00-gzip%22	https://preclinic.dreamstechnologies.com/assets/js/jquery.easing.min.js	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/js/jquery.easing.min.js	(from https://preclinic.dreamstechnologies.com/)
20:08:06	23264/23264	---M-Z	200	added ('OK')	text/javascript	etag:%225ae0-60a6ef804ac00-gzip%22	https://preclinic.dreamstechnologies.com/assets/js/jquery.validate.min.js	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/js/jquery.validate.min.js	(from https://preclinic.dreamstechnologies.com/)
20:08:06	14239/14239	---M-Z	200	added ('OK')	text/javascript	etag:%22379f-60a6ef804ac00-gzip%22	https://preclinic.dreamstechnologies.com/assets/js/aos.js	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/js/aos.js	(from https://preclinic.dreamstechnologies.com/)
20:08:07	4625/4625	---M-Z	200	added ('OK')	text/javascript	etag:%221211-628fbf430b8c0-gzip%22	https://preclinic.dreamstechnologies.com/assets/js/main.js	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/js/main.js	(from https://preclinic.dreamstechnologies.com/)
20:08:07	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Mar%202025%2014:38:07%20GMT	https://preclinic.dreamstechnologies.com/contact.php	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/contact.php	(from https://preclinic.dreamstechnologies.com/)
20:08:07	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c1fa65-302c%22	https://preclinic.dreamstechnologies.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://preclinic.dreamstechnologies.com/)
20:08:08	112916/112916	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221b914-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/fonts/line-awesome.eot?v=1.1.	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/fonts/line-awesomeeb4f.eot	(from https://preclinic.dreamstechnologies.com/assets/css/line-awesome.min.css)
20:08:09	112916/112916	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221b914-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/fonts/line-awesome.eot??v=1.1.	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/fonts/line-awesome0176.eot	(from https://preclinic.dreamstechnologies.com/assets/css/line-awesome.min.css)
20:08:10	45108/45108	---M--	200	added ('OK')	font/woff2	etag:%22b034-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/fonts/line-awesome.woff2?v=1.1.	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/fonts/line-awesomeeb4f.woff2	(from https://preclinic.dreamstechnologies.com/assets/css/line-awesome.min.css)
20:08:10	57436/57436	---M--	200	added ('OK')	font/woff	etag:%22e05c-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/fonts/line-awesome.woff?v=1.1.	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/fonts/line-awesomeeb4f.woff	(from https://preclinic.dreamstechnologies.com/assets/css/line-awesome.min.css)
20:08:11	112728/112728	---MCZ	200	added ('OK')	font/ttf	etag:W/%221b858-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/fonts/line-awesome.ttf?v=1.1.	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/fonts/line-awesomeeb4f.ttf	(from https://preclinic.dreamstechnologies.com/assets/css/line-awesome.min.css)
20:08:13	436323/436323	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226a863-60a6ef804ac00%22	https://preclinic.dreamstechnologies.com/assets/fonts/line-awesome.svg?v=1.1.	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/fonts/line-awesomeeb4f.svg	(from https://preclinic.dreamstechnologies.com/assets/css/line-awesome.min.css)
20:08:14	107656/107656	---M--	200	added ('OK')	font/woff2	etag:%221a488-628fbf430b8c0%22	https://preclinic.dreamstechnologies.com/assets/plugins/fontawesome/webfonts/fa-brands-400.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/plugins/fontawesome/webfonts/fa-brands-400.woff2	(from https://preclinic.dreamstechnologies.com/assets/plugins/fontawesome/css/all.min.css)
20:08:15	186124/186124	---MCZ	200	added ('OK')	font/ttf	etag:W/%222d70c-628fbf430b8c0%22	https://preclinic.dreamstechnologies.com/assets/plugins/fontawesome/webfonts/fa-brands-400.ttf	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/plugins/fontawesome/webfonts/fa-brands-400.ttf	(from https://preclinic.dreamstechnologies.com/assets/plugins/fontawesome/css/all.min.css)
20:08:15	25236/25236	---M--	200	added ('OK')	font/woff2	etag:%226294-628fbf430b8c0%22	https://preclinic.dreamstechnologies.com/assets/plugins/fontawesome/webfonts/fa-regular-400.woff2	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/plugins/fontawesome/webfonts/fa-regular-400.woff2	(from https://preclinic.dreamstechnologies.com/assets/plugins/fontawesome/css/all.min.css)
20:08:17	62320/62320	---MCZ	200	added ('OK')	font/ttf	etag:W/%22f370-628fbf430b8c0%22	https://preclinic.dreamstechnologies.com/assets/plugins/fontawesome/webfonts/fa-regular-400.ttf	D:/axay/pre%20clinic/pre%20clinic/preclinic.dreamstechnologies.com/assets/plugins/fontawesome/webfonts/fa-regular-400.ttf	(from https://preclinic.dreamstechnologies.com/assets/plugins/fontawesome/css/all.min.css)
